cpc_code,caab_code
Kelp,80300902
CCA,80300926
EBA,80300927
ERA,80300928
CBB,80300904
CBBp,80300904
THAM,80300906
FBR,80300910
FBRr,80300910
Cmorph,11280000
UC,11168000
BOBFa,11168911
BOBFm,11168910
SCBra,11290912
SCCory,11290910
SCEnc,11290908
SCFol,11290907
SCTab,11290911
BFish,37990083
Usg,63600901
SCrust,10000901
SErect,10000912
SHoll,10000909
SMass,10000903
Cob,82001003
Rock,82001002
CRub,82001009
SdC,82001013
SdCR,82001013
Blur,ROOT
